timestamp,cpu
2023-05-09 00:00:00,4.4520190064939165
2023-05-09 00:10:00,4.537961436294641
2023-05-09 00:20:00,3.8753590210565543
2023-05-09 00:30:00,4.189654742026425
2023-05-09 00:40:00,5.256453162449338
2023-05-09 00:50:00,4.398146016553765
2023-05-09 01:00:00,4.687671407499835
2023-05-09 01:10:00,4.464758032271346
2023-05-09 01:20:00,4.546481189639412
2023-05-09 01:30:00,4.90527477843843
2023-05-09 01:40:00,4.570578741218473
2023-05-09 01:50:00,4.547541073151455
2023-05-09 02:00:00,4.642465970731789
2023-05-09 02:10:00,5.367843429196647
2023-05-09 02:20:00,4.7808027546312495
2023-05-09 02:30:00,4.51085950651685
2023-05-09 02:40:00,5.265794174842477
2023-05-09 02:50:00,5.057518879995106
2023-05-09 03:00:00,4.876722876509988
2023-05-09 03:10:00,4.73795129722191
2023-05-09 03:20:00,4.21656219494635
2023-05-09 03:30:00,4.375757021660286
2023-05-09 03:40:00,4.410371107683024
2023-05-09 03:50:00,4.962844630259907
2023-05-09 04:00:00,4.239886867512759
2023-05-09 04:10:00,5.02912987673242
2023-05-09 04:20:00,4.0055133485154855
2023-05-09 04:30:00,4.840242308167575
2023-05-09 04:40:00,4.6839813664123815
2023-05-09 04:50:00,4.5217885770490405
2023-05-09 05:00:00,4.269697449699962
2023-05-09 05:10:00,4.627909672957581
2023-05-09 05:20:00,4.436751534363128
2023-05-09 05:30:00,3.8753590210565543
2023-05-09 05:40:00,4.016383020752389
2023-05-09 05:50:00,4.77912349311153
2023-05-09 06:00:00,4.014579593753238
2023-05-09 06:10:00,4.426043520090656
2023-05-09 06:20:00,4.269697449699962
2023-05-09 06:30:00,4.662495252607361
2023-05-09 06:40:00,4.294560608892606
2023-05-09 06:50:00,4.6491870714048655
2023-05-09 07:00:00,4.719391330078114
2023-05-09 07:10:00,4.984291318756654
2023-05-09 07:20:00,4.830710861902023
2023-05-09 07:30:00,4.855928904335275
2023-05-09 07:40:00,4.541164856012179
2023-05-09 07:50:00,4.784988612563928
2023-05-09 08:00:00,5.251749730731702
2023-05-09 08:10:00,4.805659046737495
2023-05-09 08:20:00,4.9924713234685845
2023-05-09 08:30:00,4.683056724645162
2023-05-09 08:40:00,5.502889532276811
2023-05-09 08:50:00,4.31748811353631
2023-05-09 09:00:00,4.582924577040772
2023-05-09 09:10:00,4.686750172980514
2023-05-09 09:20:00,4.76473475565943
2023-05-09 09:30:00,4.846546505563361
2023-05-09 09:40:00,4.511957804265912
2023-05-09 09:50:00,4.955122584165998
2023-05-09 10:00:00,4.585987366571318
2023-05-09 10:10:00,4.879006851617819
2023-05-09 10:20:00,4.852030263919617
2023-05-09 10:30:00,4.605170185988092
2023-05-09 10:40:00,5.02912987673242
2023-05-09 10:50:00,3.9778107459661496
2023-05-09 11:00:00,5.063860055333554
2023-05-09 11:10:00,4.505349850705881
2023-05-09 11:20:00,4.637637376125593
2023-05-09 11:30:00,4.33204826486764
2023-05-09 11:40:00,4.441474093317302
2023-05-09 11:50:00,4.447346100794524
2023-05-09 12:00:00,4.395682961121367
2023-05-09 12:10:00,4.672828834461906
2023-05-09 12:20:00,4.428433007488037
2023-05-09 12:30:00,3.860729711040596
2023-05-09 12:40:00,3.725693427236653
2023-05-09 12:50:00,4.691347882229144
2023-05-09 13:00:00,4.9684234452869465
2023-05-09 13:10:00,4.590056548178043
2023-05-09 13:20:00,4.821893169499378
2023-05-09 13:30:00,4.8993312245375815
2023-05-09 13:40:00,4.829912458665998
2023-05-09 13:50:00,4.574710978503383
2023-05-09 14:00:00,4.7140245909001735
2023-05-09 14:10:00,5.055608659738986
2023-05-09 14:20:00,4.778282803696737
2023-05-09 14:30:00,4.954417614098027
2023-05-09 14:40:00,4.599152113662528
2023-05-09 14:50:00,4.00369019395397
2023-05-09 15:00:00,5.492649836008127
2023-05-09 15:10:00,4.910446566840824
2023-05-09 15:20:00,4.531523645819792
2023-05-09 15:30:00,4.225372824628505
2023-05-09 15:40:00,5.110782242701195
2023-05-09 15:50:00,3.9531649487593215
2023-05-09 16:00:00,4.143134726391533
2023-05-09 16:10:00,4.300002799195291
2023-05-09 16:20:00,4.280824129164719
2023-05-09 16:30:00,5.185148668442399
2023-05-09 16:40:00,4.713127327493184
2023-05-09 16:50:00,4.31748811353631
2023-05-09 17:00:00,5.007965065540377
2023-05-09 17:10:00,4.722953221644475
2023-05-09 17:20:00,4.845760650906022
2023-05-09 17:30:00,4.3463994570307305
2023-05-09 17:40:00,4.391976965527049
2023-05-09 17:50:00,4.670957926526095
2023-05-09 18:00:00,4.763881877142913
2023-05-09 18:10:00,5.015954455573856
2023-05-09 18:20:00,5.115595729732743
2023-05-09 18:30:00,5.308267697401205
2023-05-09 18:40:00,5.085742766583061
2023-05-09 18:50:00,4.583946549536465
2023-05-09 19:00:00,4.5612182984589085
2023-05-09 19:10:00,4.643428898105181
2023-05-09 19:20:00,4.724729421045731
